date,URL,sha1,etherscan
09/03/2021,https://explorer.celsius.network/api/public/186677ef-219e-4e40-a8cc-90475d9bc62a.csv,0x7d364a62878c618e4c35874f8203120dd08bb122,https://etherscan.io/tx/0x7a29fd22b60575a581042c457dcbe72632c09dc90902ed4c7548ba604cc257ab
09/10/2021,https://explorer.celsius.network/api/public/a69666b9-c2b4-4fd7-8d6c-ef381ead18d6.csv,0x92949a6ae187642b3edbfcb2e664c83094fcd7ba,https://etherscan.io/tx/0xcbaf8e7c6348d71922733a18273e9dce598fbbb8316c0b6db4aabcf106052d2c
09/17/2021,https://explorer.celsius.network/api/public/5cfecd4e-470a-41ed-b582-aae9d991fa85.csv,0xfb78df1603ec3bd428f458c2e47a0b7d0e2e224b,https://etherscan.io/tx/0x961d9dd1444b242ed3998fc7b4dad3aabf46a65294333077e64f122ccff4cf1a
09/24/2021,https://explorer.celsius.network/api/public/3c610647-2ffc-4411-9fc3-9e3c29a3bbb0.csv,0xb39bffa27c55399aeafcf27e62461f0d8b280adb,https://etherscan.io/tx/0x1eec7cc21e4e8d6d5e6ef86106b8be07a2d08ed8703bb6c2c0ba6263d3cf730d
10/01/2021,https://explorer.celsius.network/api/public/a45aae44-b745-4797-99d6-736603697415.csv,0x284062d89aa59bbbd8ac1c0a493f3bfc8b601cc3,https://etherscan.io/tx/0x541bb5766c73b8131e886b3aec2207ab28ff25dda7a7e5f9b46141b5a40cc228
10/08/2021,https://explorer.celsius.network/api/public/362ded82-fc11-487c-bf98-b84077fdfa57.csv,0xfe0b690a1491facde828ecf12cfe89ee60e52a6b,https://etherscan.io/tx/0x5ae8f217613ce5f4a558f2d55273737f6f717cb78fc81e565f565dd8ed771f81
10/15/2021,https://explorer.celsius.network/api/public/14601d09-d2f0-4956-b38d-3894728c1044.csv,0x0b2169ddd5ac5a74a482b36cd28e7a3917996fb4,https://etherscan.io/tx/0x25c1874f93d8a1d78d0b897de7eef5d5c64f74073481c6451532032bd3a412a9
10/22/2021,https://explorer.celsius.network/api/public/3062bbde-eb6d-47ee-9f4c-1815df34c925.csv,0x95f83113a37a18b5b91a72b68cd91f34489d1f0a,https://etherscan.io/tx/0x466330ddc6e90dfa1fa815e600567096c7e1fb951db516d486c73742a24e84d3
10/29/2021,https://explorer.celsius.network/api/public/55540a93-2727-41a9-bfca-abd9f8fd6dca.csv,0x02d5c704f25cf35b0b5da3e553289d16cd25b243,https://etherscan.io/tx/0x5a9a9bed109792d8af2b97c90e9536b4a63f051b13371c389763943cfa6c2cc7
11/05/2021,https://explorer.celsius.network/api/public/c2a9ed0e-07dc-4893-9d56-095f198bd208.csv,0x7ee74c3658109298b2ebd8a70128cab109885d73,https://etherscan.io/tx/0xea15402f89dc2b38f19451417fbaa738f2491fb4d5289414cac70c23dc1e3760
11/12/2021,https://explorer.celsius.network/api/public/41e27dde-9619-4518-a297-1915d26ea504.csv,0xebe4edcbdbef4a122826778ad79b701bdc7c0241,https://etherscan.io/tx/0xc212a47c643d03febb017bd9075a90330e391d513e1f8ab647436f320e53081e
11/19/2021,https://explorer.celsius.network/api/public/552b52ab-4efd-4eb9-b480-6e48a57f2220.csv,0x39d65740178a86729d191f8362b7dc73109f8f2b,https://etherscan.io/tx/0xb886846ef461fde7fd01de3265d26809004a1c773c241502a8ab2ac61963bf6c
11/26/2021,https://explorer.celsius.network/api/public/f582a11f-6078-4962-9aab-6ac72f8b0216.csv,0xdfdba2448efb58b61a2aa9c85cd5f0a586fcd5f1,https://etherscan.io/tx/0x7caf6557b5c0bb9ab692491748689d9b52aef6bd6d410a119605a80eff1b2912
12/03/2021,https://explorer.celsius.network/api/public/642fb18e-d008-4896-999e-8ebf6c3409dc.csv,0x019abaaadeb0293f7cab17399ee01bc9b845f820,https://etherscan.io/tx/0x8092e0109342000d59ad1e7741e14433dab6201eea6bdf9469954ef4d258891b
12/10/2021,https://explorer.celsius.network/api/public/57ed41f8-7967-4cf5-a9f4-574ca8dffc11.csv,0x5503c0ecb01e2d13569b72291a6f0c49616573d6,https://etherscan.io/tx/0x9aa57818930782c843d145e3ec8e4c287db14bcbb88f01ecf125137541deae53
12/17/2021,https://explorer.celsius.network/api/public/e48b2484-e001-4c3b-93e1-4bea4e646523.csv,0xc814c02173b92cbf24fc7b3c77ac32132f7f392d,https://etherscan.io/tx/0x2bdd5533a97e862e7d73a76660d43ec2dd55cb78c681ed2a024bbfd69b011ad1
12/24/2021,https://explorer.celsius.network/api/public/eae39f27-eb0c-403e-9014-d845ef75e9f7.csv,0xf918dd89c2f9b960042163f30adf017a644124c1,https://etherscan.io/tx/0xa54ba93abd9306e6c5e1e32693b64a3e54379434f7db3bf2df062f2c98c8f1b8
12/31/2021,https://explorer.celsius.network/api/public/e8013393-8e25-475c-963e-3ded58c20a05.csv,0x6d2bfce936e8828e7e986918d0aa786e2fd442c9,https://etherscan.io/tx/0x8ebdd3235c485437e8f49b684ef086b572d1a2f2ca7e7345dadabc377d908dc6
01/07/2022,https://explorer.celsius.network/api/public/79f41330-085c-4b41-8496-2f7429e6fd76.csv,0x1bd3313a09ee4940a483645c4457ee46fc66ca89,https://etherscan.io/tx/0x4b5c780517eafee9756f3322e35047f52bb4dfcc27e96f433c20fa401dcba2db
01/14/2022,https://explorer.celsius.network/api/public/b4627a8b-3051-47b0-90dd-7d3f14adcda9.csv,0xc19e212ea7d7effe728eba71d62f056779199a8e,https://etherscan.io/tx/0x2c2062e3f5e8106f04a36139c1bc7c6a3d7da626f57e6b110c0b83141a0e49bf
01/21/2022,https://explorer.celsius.network/api/public/36aec7ee-bb57-42d2-84c3-730a487f8b6c.csv,0x26481b9ca45617fb987de0b34b306ab446fc9b68,https://etherscan.io/tx/0x5948f863bffe111a042c1a6d78aa81dd67302cf5663a8795aebe67c4626a1074
01/28/2022,https://explorer.celsius.network/api/public/e8df5bf7-7f3c-409a-a620-1140b6d401ec.csv,0x4cc598ed4340f4959dfe6043408a91e056a52abc,https://etherscan.io/tx/0x78ce7c255e261f23b7b4853c1fc60d45cc0ed04e47a28e8f58e3d823a4b0fb2c
02/04/2022,https://explorer.celsius.network/api/public/ab5dcb0a-6fec-477e-b04a-58fa7e107a21.csv,0x88f7818ea07f830f27c867744be9a364ea94fb37,https://etherscan.io/tx/0xc95c016a930e16260f093538d9705fbb071e2d3470f8aa46ce84e9414e5ca202
02/11/2022,https://explorer.celsius.network/api/public/f0f53c51-33b5-41ae-93a8-6d1c501ee1e9.csv,0xd65b44f5cbbc21147ac6171a090295196424c545,https://etherscan.io/tx/0xe8fbac4752044fe1448859481ab9645055f959a1d7710e85f77f2366c0a516ea
02/18/2022,https://explorer.celsius.network/api/public/c9870c60-3cef-4cea-af6d-cb768e485875.csv,0xd50bddf7b6367a4ad3fc8a7693ea60ac518ed3f8,https://etherscan.io/tx/0xc03fb82eda9597ef8a4a7adfe86c00deabad8df01208104ee1ae81a38ff11b19
02/25/2022,https://explorer.celsius.network/api/public/277ec5f2-04ce-48a1-85e5-0e01aedf611d.csv,0x0c319992f6f84c6e6a1016ebc4881afdbc6bf7e2,https://etherscan.io/tx/0x8abbb6cd66bab642171c3f5b2ce5bf5667733e50606415088264db2d4d63bfd6
03/04/2022,https://explorer.celsius.network/api/public/ecdf4634-a2af-497e-92f3-7ffc07ecfde3.csv,0x9ea52d843dfc429ebff5063f4dc70db3c2da87e6,https://etherscan.io/tx/0x7565c5f13436f4a81135886301144827803be443517646a71b59a3847f198a55
03/11/2022,https://explorer.celsius.network/api/public/01c50910-1ac9-4b62-8397-6d81f71fa3c3.csv,0x5416f96901cf8a67c1067fb10ff6a8d1decb07ab,https://etherscan.io/tx/0xf77339f26f4d1b526a2af018aacdd00f580316d1b7892f9b90e5b1a9a2e2d84f
03/18/2022,https://explorer.celsius.network/api/public/cb1d0a19-b692-41ee-9561-19b684dd6a38.csv,0x98c267da7eccabe5338bfa0c864051f62dad5a12,https://etherscan.io/tx/0x33aee53cb864b74cbdc8344e86b681e02e54bf487f257ec22ebb6477dac3c15a
03/25/2022,https://explorer.celsius.network/api/public/e36ec6fd-ed93-4026-a929-d6a1f4a0ef41.csv,0xeeadd78091414c54218f8e23e84ab3ec47f81bf6,https://etherscan.io/tx/0x84e2ea521f9f318c531067e69e56611f3de8cee87ed0c16e9901688f7f83fa79
04/01/2022,https://explorer.celsius.network/api/public/5db8964b-1534-4c27-9f37-27b1df74a3eb.csv,0x8e00e113f1f4209b6c55fa849fb0cd83b1f4d14d,https://etherscan.io/tx/0xf49da27b02b7a4e6958d1802f03450a90bb3cf189c6153cfe360811923afadc4
04/08/2022,https://explorer.celsius.network/api/public/596b8eb0-7cf0-4b7a-94f1-c382fbd82c4c.csv,0x8982e37e40f88c406a92e1ddbcf9bc49ca2ca026,https://etherscan.io/tx/0xa1a7812e51ff7be92f3068d64afdcf3f4801138aae7533a84978eb4107938b9f
04/15/2022,https://explorer.celsius.network/api/public/d6ced481-20c4-4ee4-8eed-b18a32ec8012.csv,0x60741013fe45cc5280498e4ca0de569278ef2042,https://etherscan.io/tx/0xbe6ed264e9e1a6b84e10e9aa5ddf1461ab9931ab44a833e6b53bc10c1947066a
04/22/2022,https://explorer.celsius.network/api/public/b505c073-f984-4e1c-a83b-1deaa16d7fc1.csv,0x0a1542edd1d9cfa3a009052d0fcc9fbf2e09e606,https://etherscan.io/tx/0xb34bed4ab4577b7a0758007e40d1a2ee5ce1876d34f5c2d13debe4930a432cba
04/29/2022,https://explorer.celsius.network/api/public/180dae05-89d9-4b49-b61e-76dfa0be072b.csv,0x377ca044883848c17a3a09a8ef0cfe29a69dcc48,https://etherscan.io/tx/0x6ec86795f0619c3358495592799047e655f149192779c2b46cf4f22616f2ffa4
05/06/2022,https://explorer.celsius.network/api/public/5699889a-4619-4f07-bd77-0450560e5afa.csv,0xe13b47b902ab53f1cdb46a5c0dac5e2cf86d084e,https://etherscan.io/tx/0xd2c4f6379d0d71e2706f31c0fd7f5d9b6c8768400120b08cda6293180a5ac4c5
05/13/2022,https://explorer.celsius.network/api/public/55f2a63e-b5c4-4bea-8a7f-1b5d00f91aad.csv,0xc4fb36619af3218bbd37cdabcba2831569cd58f7,https://etherscan.io/tx/0xb07a1a0ffa5cf2e56b4e84b7332121f44ad0af169a59dda38f95857818b2b4cc
05/20/2022,https://explorer.celsius.network/api/public/db1547c3-fbca-4392-8527-353954631d08.csv,0x12898f534a3ed63709c049ab670822ef8ac5c7e2,https://etherscan.io/tx/0xef589923847baf705847c591d8deefe82831dbd6dc47162245676019e45149ba
05/27/2022,https://explorer.celsius.network/api/public/1dbecb2d-a472-43b2-84be-07e6baa0aa62.csv,0x465cf690bd91e33281f7c9b86432c319183351a9,https://etherscan.io/tx/0x2c2894fafd3e8e0d3e0e959a77fbb502bbdc46e874dd999ed64654c48943a3dc
06/03/2022,https://explorer.celsius.network/api/public/a863fe5d-abfe-44c5-b5a6-67fe4e406fdc.csv,0x6ecf80afe34b3d457f85bd6e54b6bc37c1af9026,https://etherscan.io/tx/0x12bef0f97ea078f23f2e67a049a7283d05693dd7af5c2f1b5e05379deba27c79
06/10/2022,https://explorer.celsius.network/api/public/a933adb7-112f-455f-8a02-c502379d6df4.csv,0x89dc6745b38eb65f8ea23707c9c79d1a3edf3cd1,https://etherscan.io/tx/0x41151e07ba35264173f1ef05c5bae5caef2f8e2b2807db96ca00782818c7b3a9
06/17/2022,https://explorer.celsius.network/api/public/81f5fd3d-122b-4fd6-b223-85d694fe988c.csv,0x38ca55f9e25af2e918cc144e10480686d8d8a587,https://etherscan.io/tx/0x74cf9f60d6912b0c8554991a894a9aa99fd8e3a6f23b1b4a17ccc918e728db56
06/24/2022,https://explorer.celsius.network/api/public/717889c3-c60e-41ca-963b-2f5d3dfba7cc.csv,0x2abf3b83fc1f3dd0cccaa394aa6a8bc0acb34b34,https://etherscan.io/tx/0x76992f4e53e0271d465317fb3bb7e3cf43722de02dec3674302618bb38d095a4
07/01/2022,https://explorer.celsius.network/api/public/eb0c0576-7ca3-49e4-9c80-0fc58c6d069a.csv,0xcab5e91d9e4b118c44ce8870868bacccf49ce2a0,https://etherscan.io/tx/0xfd0346cc863f472cf9d148f12d62444b6e41be37699703e8a121cfae6e3b3f6a
07/08/2022,https://explorer.celsius.network/api/public/0df3a86a-e9da-47ce-946a-9f5b2f293750.csv,0x9d9288d78a610d6cb2ad29b350695219b5a68903,https://etherscan.io/tx/0xc11db9166e8aa4f464b90ac8077c3f277c9237d5cd66c17cad9a25bfd8f19320
